Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
198,A1d88Fe6eb3eeeC,"Howe, Mejia and Harper",https://thompson-king.org/,Cambodia,Mandatory national installation,1995,Recreational Facilities / Services,3262
199,bf54Bf3bA0F93Ea,"Wall, Maxwell and Salas",https://www.lara.org/,Guam,Function-based actuating access,2001,Marketing / Advertising / Sales,9382
200,c070d9E5A30BdFE,Stevens Group,https://daniels.com/,Chile,Reverse-engineered needs-based concept,2017,Medical Equipment,8426
201,EA9703aC3EA6b3E,Little-Mcintyre,http://www.moss.com/,Armenia,Sharable impactful instruction set,2015,Broadcast Media,2261
202,8DFADC66bfc305B,Key LLC,https://www.byrd-herrera.com/,Micronesia,Virtual scalable functionalities,1987,Higher Education / Acadamia,6701
203,4eE3f04C76fCB2e,Parker PLC,https://www.jacobs.info/,Norway,Integrated upward-trending task-force,1973,Military Industry,9833
204,f29b8C4a0bcFeD7,James Inc,http://higgins-gaines.com/,Grenada,Optimized cohesive Internet solution,1999,Law Enforcement,6494
205,FEf1cBf6e48BBFC,"Michael, Mcclure and Campos",http://park.com/,Bahamas,Universal intangible conglomeration,2000,Medical Practice,4905
206,11Bf95afa2Ecdb7,Hicks-Sharp,http://lambert-compton.org/,Panama,Business-focused 3rdgeneration contingency,1974,Environmental Services,7182
207,c71BfDcB2D15359,Patrick-Mcmillan,https://callahan.biz/,American Samoa,Streamlined logistical projection,2016,Government Administration,2357
208,e4faEa3287460BD,"Golden, Olsen and Tate",https://www.archer.com/,Brunei Darussalam,Multi-channeled object-oriented Graphic Interface,1995,Computer / Network Security,7810
209,7FDe59ebbFEfAE7,"Mccarthy, Palmer and Randolph",https://spencer-mcguire.net/,Djibouti,Cloned systematic architecture,1972,Leisure / Travel,5374
210,7FB60de669D26F2,Hutchinson Inc,https://www.wyatt.info/,French Southern Territories,Pre-emptive attitude-oriented data-warehouse,1977,Wireless,2856
211,DeDaBaEF7bdDcBc,Harris-Sims,http://conley.info/,Aruba,Right-sized web-enabled analyzer,1977,Government Relations,5631
212,88b208bCae81aDA,Bruce LLC,https://pope.info/,Guatemala,Assimilated needs-based installation,1996,E - Learning,4355
213,5Fd09EFf92cEf22,"Gibbs, Rosales and Hendrix",https://www.moran-wolf.com/,Solomon Islands,Grass-roots solution-oriented secured line,2004,Performing Arts,9509
214,ef1E1b3faD03b7F,Stephens and Sons,https://mcclain.com/,Philippines,Future-proofed 5thgeneration software,1986,Veterinary,2797
215,CfdEFEBe37a3ACC,"Sharp, Garrison and Pineda",http://macdonald.net/,Hong Kong,Down-sized clear-thinking forecast,1981,Internet,1542
216,d3B7085f8fBDD56,"Frazier, Gamble and Holland",http://www.watts.com/,Holy See (Vatican City State),Digitized zero tolerance concept,2014,Textiles,9285
217,0D8b9F71E9eA57a,Church-Orozco,https://www.moore-vaughn.org/,Singapore,Multi-tiered needs-based utilization,1970,Mining / Metals,1810
218,5f8c4e9eb9F8A8e,"Dominguez, Harrison and Woodard",https://mcgee-shields.com/,Zambia,Enhanced foreground hardware,1997,Veterinary,5802
219,1CF995E81CAaaAB,Mccann-Skinner,http://stark.com/,New Zealand,Ameliorated 4thgeneration frame,1994,Medical Equipment,6144
220,02DE97A012f38DA,Gibson-Frank,http://flynn-decker.biz/,Slovenia,Expanded bi-directional secured line,2011,International Affairs,5792
221,75C34d3F5926d1d,"Schroeder, Griffin and House",https://www.hampton.com/,Spain,User-friendly 6thgeneration paradigm,1976,Music,2693
222,FbB1B439C81c411,"Sims, Gibson and Humphrey",http://palmer.com/,Argentina,Total incremental installation,2011,Fishery,7683
223,fBE9FBbFCaB8AF9,Atkins Inc,https://www.adams.org/,American Samoa,Managed secondary productivity,1979,Import / Export,5263
224,6C5eABCeDD43365,Kline-Dunn,https://winters-mcdaniel.com/,Zimbabwe,Exclusive upward-trending access,2009,Restaurants,4182
225,dFCC4052aA2364E,"Burch, Beasley and Gardner",http://www.esparza.org/,Dominican Republic,Vision-oriented mobile interface,1985,Other Industry,9455
226,DEedEaCf56D0B35,Trevino and Sons,http://www.khan.com/,Estonia,Decentralized impactful secured line,1982,Fishery,5628
227,dD9aCf52e3Df9e8,Middleton Inc,https://esparza.com/,Thailand,Synergistic local adapter,2010,Security / Investigations,4598
228,CDEeDCaf12Ba9dF,"Moore, Mullen and Reid",https://koch.info/,Taiwan,Customer-focused empowering task-force,1978,Legal Services,5133
229,9a804CC2eBeCbB8,"Richmond, Whitaker and Preston",http://freeman.net/,Thailand,Polarized fault-tolerant extranet,1999,Human Resources / HR,162
230,651Bcd2C2BcBf4a,Farley Inc,https://wiggins.com/,United Kingdom,Balanced zero administration policy,2018,Construction,9206
231,E77df7c3BfA06CB,"Whitehead, Salinas and Haley",http://www.carlson.com/,Spain,Managed static core,2002,Photography,3819
232,57CDe20EC8eD0a9,"Ballard, Rojas and Marquez",https://www.horton-waters.com/,Turkey,Streamlined directional functionalities,2000,Non - Profit / Volunteering,3752
233,ebFEB93aDb32CeA,Rowland-Buckley,http://www.bass.info/,Singapore,Centralized explicit middleware,1982,Mechanical or Industrial Engineering,414
234,Fa3c81Fb99Ad5f6,"Rosario, Montoya and Randall",http://www.ayala.com/,Jordan,Assimilated human-resource parallelism,2013,Logistics / Procurement,6231
235,E00Bac4D7E2aFBe,"Mora, Gardner and Mcpherson",https://www.malone-schultz.biz/,Cyprus,Organized global ability,1970,Warehousing,4541
236,B3BD6bC2d2Bed6D,"Gallegos, Vazquez and Griffith",https://nolan-maddox.net/,Austria,Visionary systemic parallelism,1982,Political Organization,7903
237,626185cbD4dcDd3,"Dean, Daugherty and Simpson",http://burgess-figueroa.com/,Austria,Profit-focused next generation algorithm,1992,Fishery,7242
238,BFB471a965A5E7E,Ingram and Sons,http://baker.org/,Greenland,Re-engineered user-facing support,2006,Higher Education / Acadamia,9822
239,4C4BAEC621e9A2D,Mcconnell-Conner,http://johns-harvey.com/,Bouvet Island (Bouvetoya),Reverse-engineered object-oriented matrices,2018,Airlines / Aviation,4626
240,3EFDd37cBdfAFED,Villarreal-Moore,http://www.house.com/,Togo,Enterprise-wide stable matrix,1987,Religious Institutions,4562
241,fcbB87dB3871fCb,Golden Inc,https://austin.info/,Austria,Stand-alone reciprocal toolset,2019,Defense / Space,8513
242,bA3Aa8dE6D96EAF,Harrison-Mullins,https://www.mcintyre.com/,Guadeloupe,Robust web-enabled productivity,2004,Individual / Family Services,1920
243,F5bBcCC588A7A68,Mccann-Cannon,http://harvey.com/,British Virgin Islands,Digitized 4thgeneration interface,2000,Arts / Crafts,1231
244,38E8BbfD55EEdC7,"Nielsen, Browning and Cooley",http://www.malone.com/,Ethiopia,Multi-lateral real-time leverage,1982,Furniture,6581
245,54858f87816CF51,Walsh LLC,https://shelton.org/,Andorra,Sharable 4thgeneration extranet,2021,Aviation / Aerospace,8761
246,fEEeBBe9bCb8C5d,Mejia-Valdez,http://mccann.com/,Luxembourg,Automated bottom-line implementation,1997,Information Technology / IT,8374
247,247f25690aF1cA6,Powers Ltd,https://www.ochoa.biz/,Saint Kitts and Nevis,Centralized discrete Graphic Interface,2001,Broadcast Media,37
248,6f8aA19a4CAFcC6,"Herring, Huff and Morse",http://www.chapman.com/,Iran,Persistent upward-trending support,2006,Automotive,1147
249,F91f0E460Edae1C,Yates-Eaton,https://woods.com/,Israel,User-centric content-based throughput,1975,Fine Art,9567
250,eFD43ddED47e75f,Moses Ltd,https://haynes-boone.com/,Egypt,Total client-server functionalities,2009,Apparel / Fashion,3930
251,7fA6f83b14BdFEa,Elliott-Cervantes,https://melendez.com/,Palestinian Territory,Down-sized discrete database,2006,Banking / Mortgage,8827
252,C40A61B2CffDcbD,Rasmussen-Ramsey,http://reilly.com/,United Arab Emirates,Monitored 3rdgeneration concept,1970,Commercial Real Estate,7322
253,6fccF4eC65BE7Db,Good-Baxter,http://shaffer-douglas.com/,Zimbabwe,Customizable exuding secured line,1989,Telecommunications,3711
254,E1B08C219a450E9,Adams-Fischer,https://www.barajas-rivas.info/,Poland,Seamless client-server frame,2007,Capital Markets / Hedge Fund / Private Equity,7873
255,F838cfCd9b9Bf8C,"Cowan, French and Crane",http://www.carrillo.biz/,Bouvet Island (Bouvetoya),Universal zero-defect functionalities,1977,Sporting Goods,8829
256,1F3361f6C3d5aFd,Nichols-Case,http://www.reynolds.com/,Samoa,User-friendly global knowledge user,2006,Civic / Social Organization,3608
257,51Cd8c3bBB7bf32,Flowers Ltd,http://www.huff-frank.biz/,Cape Verde,Digitized exuding algorithm,1981,Banking / Mortgage,6905
258,E3CEFF7CE7bE7D3,Kramer-Key,http://www.sexton.info/,Singapore,Total 5thgeneration workforce,1998,Online Publishing,9891
259,bbeC1376AF4b4Cf,Peterson-Cummings,https://www.humphrey-ford.com/,Romania,Multi-lateral multi-tasking leverage,2021,Defense / Space,9094
260,aD0C4788D7B289a,Delgado-Gallagher,http://www.kirk.com/,Sudan,Face-to-face asymmetric Local Area Network,1981,Transportation,4664
261,b0CB4CF1FCD6e7C,Bass-Kirby,https://clayton.net/,Niue,Managed modular artificial intelligence,2018,Restaurants,1330
262,94ce72791a6d8dF,"Burke, Buck and Hernandez",https://www.waters.info/,Saudi Arabia,Grass-roots explicit groupware,1978,Tobacco,9789
263,071bd64bE0d4e8D,"Trujillo, Stephens and Garrett",https://www.king.biz/,Comoros,Front-line holistic application,1975,Law Practice / Law Firms,4439
264,FE3a8F6c2960EF6,Little-Cook,https://www.chandler-peck.com/,Finland,Face-to-face 4thgeneration knowledge user,1985,Package / Freight Delivery,6853
265,4dCb930217CDf6e,Buckley Ltd,https://king-huang.com/,Antigua and Barbuda,Streamlined exuding capacity,2000,Public Safety,5817
266,6361963EBCFC30B,"Conrad, Trujillo and Blanchard",https://ewing.biz/,Korea,Extended next generation forecast,2000,Paper / Forest Products,4336
267,7576c09F2e9C71D,"Bowen, Murphy and Mcdonald",http://klein.com/,Bhutan,Intuitive systemic leverage,2004,Computer / Network Security,1457
268,CAB8BCcDedaFf2f,Forbes-Morrison,http://fuller-hunt.org/,Bulgaria,Networked needs-based alliance,1971,Import / Export,5142
269,0cc7a6aeA3e1E08,Moreno-Saunders,http://butler.net/,Grenada,Exclusive 6thgeneration instruction set,2017,Computer Games,722
270,C4F8f86B0fEcFed,Browning Inc,http://carlson.com/,Japan,Cross-group modular functionalities,1981,Defense / Space,5581
271,81Eb3f6a9ed36cF,Horne-Gray,https://roberson.biz/,Qatar,Universal multi-tasking productivity,1977,Computer / Network Security,1928
272,8ca1e9Cbac5aE04,Randall LLC,http://www.holloway-washington.info/,United States of America,Universal hybrid projection,1985,Computer Software / Engineering,9419
273,3fcD87b685EcA5E,Doyle and Sons,http://rose.biz/,Cook Islands,Self-enabling responsive leverage,2012,Shipbuilding,5067
274,13DDc83CDDBeF6A,Cohen and Sons,https://www.morse.com/,Wallis and Futuna,Open-architected maximized help-desk,1973,Hospital / Health Care,4765
275,f2F46C2D2cE4AC3,Cherry-Erickson,https://chaney.com/,Qatar,Managed hybrid system engine,2018,Law Enforcement,3126
276,1Ceb4B1D871DdbE,Cummings LLC,https://www.benton-cantu.com/,Congo,Extended heuristic open system,2007,International Trade / Development,1998
277,83AEd6b96012b4C,"Sparks, Sutton and Kennedy",https://hatfield.info/,Jersey,Advanced radical data-warehouse,1979,Paper / Forest Products,509
278,aCC4bEC0Beeee8E,Franco-Mcmillan,https://www.hines.net/,Samoa,Synergized client-driven knowledgebase,1986,Import / Export,8206
279,888Da1e7A0392Fe,Blake-Leach,https://www.kaufman.org/,Holy See (Vatican City State),Visionary radical middleware,1998,Maritime,6670
280,aFda399eDeaeaaF,"Chandler, Mcmillan and Manning",https://www.meza.com/,Andorra,Open-architected explicit open architecture,1974,Research Industry,693
281,3bfC4311cbd4F06,Willis PLC,https://snyder-miller.net/,Equatorial Guinea,Robust reciprocal ability,2016,Information Technology / IT,2450
282,2BcA6ec2bdDf23b,"Meyers, Rodgers and Odonnell",http://bauer-mejia.com/,Canada,Profound transitional utilization,2005,Legal Services,7614
283,bF6f9df073fFed5,Giles Group,http://www.hicks-werner.info/,Mexico,Devolved systemic encoding,2012,Construction,8599
284,a1F0b5ABCCff67D,"Williamson, Kim and Luna",https://lucero-riggs.com/,Rwanda,Integrated dynamic approach,2004,Warehousing,6225
285,e5C7b184FAFc7cc,Gillespie-Burch,http://herrera.com/,Cambodia,Multi-channeled coherent success,1977,Printing,8346
286,1Fc85616cFF3D35,Cooper and Sons,https://www.combs.info/,Timor-Leste,Cloned scalable workforce,1998,Primary / Secondary Education,916
287,c988d67BfDDbb20,Hodges-Yu,https://blair.com/,Grenada,Universal encompassing hub,2019,Medical Practice,579
288,e0c2f9CdA120F00,"Chang, Mullins and Gilbert",https://andrade.com/,Turks and Caicos Islands,Advanced optimizing attitude,1993,Graphic Design / Web Design,815
289,dC55EdCEBAcB1ca,"Compton, Mata and Stout",https://vasquez-franco.net/,Iceland,Compatible hybrid utilization,1970,Library,2022
290,6e1CbD3AA2ADD5A,Mata-Ayala,https://www.wall.org/,Bouvet Island (Bouvetoya),Integrated object-oriented Local Area Network,2007,Furniture,8980
291,91F270DEC9AE910,"Howe, Decker and Frye",https://www.copeland.biz/,Finland,Re-engineered web-enabled frame,1971,Shipbuilding,5138
292,C3bfC1BD8507ab1,Norris Inc,https://watkins.com/,Albania,Future-proofed systematic info-mediaries,1975,Venture Capital / VC,6930
293,4dd99A51c209888,Wong Ltd,https://www.villanueva.net/,Bulgaria,Enhanced full-range open architecture,1980,Arts / Crafts,9616
294,EdB4EC5697e1938,Roman and Sons,http://www.tate.org/,United Arab Emirates,Proactive maximized budgetary management,1991,Legislative Office,2388
295,8643ABFEdF8fb56,Rogers Ltd,http://strong-walton.com/,Ghana,Customizable eco-centric benchmark,1978,Fishery,4744
296,cfe91BF14ecCa00,Bowers-Mccarthy,http://hester.biz/,Guinea,Distributed upward-trending circuit,2007,International Affairs,6498
297,38E405CD9606A20,Warner and Sons,https://barker-marsh.info/,Venezuela,Function-based foreground structure,2005,Human Resources / HR,3909
298,6DAADe610Adf0BB,"Melton, Bautista and Bradley",https://rivas-oliver.com/,Afghanistan,Cross-group analyzing function,1994,Marketing / Advertising / Sales,9377
299,09c53d3458aFc9b,Phelps Group,https://collier-potter.com/,Ireland,Face-to-face secondary solution,1993,Professional Training,6086
300,eDa38A2FBCc7308,"Yoder, Weiss and Ferrell",https://www.dalton.org/,Mayotte,Triple-buffered static initiative,1998,Farming,9129
301,D3E9DcafFbEc01F,Decker and Sons,http://farley-gallagher.com/,Nigeria,Multi-layered logistical paradigm,2000,Package / Freight Delivery,403
302,5bADFA3eAEBcaFB,Ball and Sons,https://randolph-andersen.info/,Lao People's Democratic Republic,Multi-channeled human-resource initiative,1994,Venture Capital / VC,8020
303,b6BD695d32CF7EF,"Vazquez, Hines and Sullivan",http://weeks.com/,Gibraltar,Front-line neutral open system,1991,Farming,3191
304,6BefF001efcDA0e,"Mercer, Bowers and Rowe",http://alvarez.info/,France,Switchable global focus group,1981,Food Production,1168
305,5de5f826C12AC5D,Olsen Group,https://shepard.biz/,Australia,Synergized even-keeled contingency,1974,Management Consulting,347
306,cC57130E3F0da7c,"Moreno, Caldwell and Estrada",https://graham.com/,Turkey,Future-proofed human-resource intranet,2018,Media Production,9785
307,EaD73F968C1f740,Shelton and Sons,http://huynh.com/,Jordan,Reactive executive website,1984,Glass / Ceramics / Concrete,6693
308,b93d678CB2CdF19,"Faulkner, Nielsen and Tran",http://holt-washington.com/,India,Centralized client-server collaboration,1998,Religious Institutions,6282
309,E59F9adFCCfACFa,Avila LLC,https://pugh.com/,Germany,Innovative incremental functionalities,1973,Cosmetics,9125
310,6FBaAA2aA8D1ECF,House-Park,http://www.crosby-caldwell.com/,Peru,Upgradable systematic methodology,1978,Philanthropy,4853
311,d39E042AD0FfF7d,"Hatfield, Howe and Serrano",http://www.hubbard.net/,France,Adaptive context-sensitive challenge,2011,Music,4284
312,F41E5cbff86F85e,"Klein, Nash and Wolf",http://hernandez.com/,Mali,Proactive fresh-thinking frame,2000,Wireless,4059
313,a337Bc0cee6bcaB,Giles-Munoz,https://www.montoya.org/,Oman,Versatile background attitude,1985,Food / Beverages,249
314,D06f4A7F5Cd6ecB,"Luna, Mcmillan and Kaufman",https://www.dixon-lara.biz/,Somalia,Intuitive asynchronous Graphic Interface,1987,Online Publishing,7649
315,E2EB5808A37BAeC,Briggs PLC,http://vazquez.com/,Wallis and Futuna,Proactive heuristic data-warehouse,2004,Packaging / Containers,1637
316,Eb90ac98f37Ea47,Rosales-Lowery,http://www.lin-herrera.biz/,Iceland,Optional interactive paradigm,1994,Music,8901
317,CFAfF509Df6CDDb,"Fowler, Blackwell and Wang",http://reyes.com/,Slovakia (Slovak Republic),Open-architected secondary customer loyalty,1976,Animation,1931
318,6EE2De9eeDc1C8f,Case Group,https://www.faulkner.net/,New Zealand,Reverse-engineered actuating challenge,1974,Publishing Industry,7823
319,8D3B4B5cBe8A2bb,Castro Inc,https://www.whitehead.com/,United Arab Emirates,Secured responsive instruction set,1982,Maritime,5031
320,2F0641cFfaddbc4,Nunez-Ortiz,http://glover.com/,United Arab Emirates,Virtual neutral open system,1973,Graphic Design / Web Design,3993
321,BB6A1aAc3346762,"Holden, Gordon and Yu",https://roberts-ramsey.com/,Belgium,Diverse mobile initiative,1984,Sporting Goods,6378
322,fcb142fc691a3E2,"Patrick, Mcintosh and Bradford",https://www.obrien-craig.org/,Poland,Intuitive dedicated budgetary management,1988,Professional Training,19
323,Bcf9a9563eAfcA4,"Brewer, Campos and Lynch",http://dawson.com/,Angola,Decentralized high-level focus group,1993,Aviation / Aerospace,3429
324,c8033a9CBB3acB4,Stark-Silva,http://www.steele.com/,Peru,Managed systemic extranet,1971,Hospital / Health Care,1530
325,0985bA4cBdC6067,Zavala-Richards,https://wagner.info/,American Samoa,Monitored bottom-line contingency,1980,Writing / Editing,5707
326,Be0446cda1E76fB,Vang-Lee,http://simpson-conrad.biz/,Jordan,Monitored background frame,2004,Music,2955
327,D5e98db12A03ce1,Waters and Sons,https://tate.com/,Sierra Leone,Multi-channeled maximized capacity,1985,Think Tanks,4400
328,55F8922768b2408,Serrano-Lester,http://www.hinton.biz/,Jersey,Versatile hybrid collaboration,2008,Government Relations,6729
329,030142f9b041Cc8,Roy-Esparza,https://www.mann.org/,Romania,Universal upward-trending implementation,2014,Fundraising,585
330,Ff9AeA3DbACD3f0,Henderson-Everett,http://hatfield-hood.info/,South Africa,Programmable object-oriented product,1991,Architecture / Planning,2706
331,765DFAcF476Ae6B,Arroyo Ltd,http://francis.com/,Saint Vincent and the Grenadines,Cross-platform modular product,2021,Photography,4931
332,51509cCde1dcDE3,Oconnor Inc,http://www.wolfe.biz/,Bermuda,Down-sized directional conglomeration,2008,Pharmaceuticals,2131
333,4bEdF5fcDD2Ede1,Gross-Miranda,http://mcintosh.com/,Benin,De-engineered systemic monitoring,2008,Computer Hardware,9202
334,48754CaAADeEdBf,"Moore, Garcia and Marshall",http://wilkerson.org/,Timor-Leste,Multi-layered even-keeled benchmark,2001,Plastics,2504
335,FfE5a6dBcEfE000,"Barry, Sellers and Barrett",https://www.sosa.info/,Mongolia,Polarized 24hour conglomeration,1995,Motion Pictures / Film,3475
336,A4fD11f6773daF9,Whitney and Sons,http://www.rivas-meyers.info/,Norfolk Island,Triple-buffered neutral approach,1985,Nanotechnology,4560
337,dDe84066f1a1DF3,Donaldson-Herring,https://carpenter-pearson.com/,Luxembourg,Ergonomic encompassing benchmark,2021,Judiciary,2808
338,3bADa35d0a9029e,Nelson Group,http://www.welch.net/,Georgia,Mandatory client-server focus group,1977,Machinery,7223
339,E81e2BA5BD423BF,"Crane, Wade and Mccormick",http://owen-clayton.com/,Uruguay,User-friendly zero tolerance solution,1992,Law Enforcement,8753
340,2cC08320cFFdE9e,Cross-Fitzgerald,https://brooks-riggs.com/,French Southern Territories,Synchronized real-time firmware,1994,Music,8635
341,eeAc6A4BFbDC538,Watts-Gay,http://www.hall-moyer.com/,Fiji,Implemented uniform matrix,1987,Semiconductors,3608
342,d8EbB2c467C662d,Clayton PLC,http://www.burton-montes.info/,Greece,Intuitive regional neural-net,2004,Public Safety,9233
343,5Aa97EaccdECB5c,Eaton-Howe,https://www.waller.com/,Kenya,Virtual intermediate challenge,1981,Computer Hardware,4574
344,65F0EbDAaE8b87b,"Thomas, Ward and Skinner",https://cantu.com/,Sri Lanka,Exclusive contextually-based hardware,2013,Gambling / Casinos,8309
345,aDeE39cEB8447Ec,Sharp-Burgess,http://www.love.com/,Poland,Balanced neutral architecture,1992,Consumer Services,1192
346,28EFFE5C6ea1d9f,"Caldwell, Lloyd and Bolton",https://www.schultz.org/,Montenegro,De-engineered dynamic encoding,1990,Food / Beverages,4134
347,ecBC2aC0094C296,Ochoa-Hardy,http://benton.com/,Oman,Total responsive installation,1987,Consumer Goods,3231
348,d38AAbcEC73ADD4,Chaney Inc,https://wright.biz/,Cuba,Business-focused exuding data-warehouse,2000,Luxury Goods / Jewelry,9090
349,aaB17AD9dB6E135,Santiago-Wise,http://maxwell.com/,Congo,Pre-emptive zero-defect approach,1978,Building Materials,4380
350,ddC5fD92E50CFEc,"Stokes, Larson and Cummings",http://www.estrada.net/,Malaysia,Persevering modular synergy,1996,Animation,6691
351,7AAE3aBFAfAb9ea,"Mejia, Downs and Clarke",https://jacobson.com/,New Zealand,Profound object-oriented definition,2012,Graphic Design / Web Design,8416
352,F5AFC3d1fDD75e6,"Peters, Richmond and Clements",https://carr-floyd.net/,Uzbekistan,Balanced bi-directional service-desk,2002,Investment Management / Hedge Fund / Private Equity,7328
353,4c2FdF7dF0a84ee,"Orozco, Huff and Burch",http://hurst-simmons.com/,United States of America,Ergonomic dynamic superstructure,2010,Food Production,135
354,A5ba20D5573C4C7,Leonard and Sons,http://www.byrd-nunez.com/,Chile,Progressive directional installation,1982,Commercial Real Estate,6779
355,b7ca0e0845A2A5B,Douglas Ltd,https://espinoza-king.com/,Seychelles,Fundamental background open architecture,2017,Internet,851
356,898afceaAbAb4c2,"Lara, Austin and Collier",http://sanders-rowe.biz/,Bolivia,Customizable incremental framework,2006,Broadcast Media,8658
357,1cdC84e82c8A9eD,Nash-Foley,http://whitaker-mann.com/,Tokelau,Public-key attitude-oriented time-frame,1974,Ranching,7793
358,1BfEBE923Db8074,Booker-Burnett,http://www.maldonado.com/,Trinidad and Tobago,Automated zero-defect ability,2021,Veterinary,3390
359,Ae1265ceF526E53,"David, Chang and Flynn",http://kelly-lutz.com/,Kuwait,Switchable analyzing groupware,1971,Banking / Mortgage,6524
360,bEFb736dd2DfDeB,Hartman Ltd,https://craig-bautista.com/,Iran,Proactive logistical budgetary management,2011,Paper / Forest Products,4730
361,CB27E67bC048d5D,Price-Gardner,http://landry-benitez.com/,Macedonia,Synergistic encompassing benchmark,1980,Computer Networking,7492
362,195Bd8fbD1a52fe,"Hansen, Dalton and Nelson",http://forbes-lambert.com/,Jamaica,Quality-focused zero-defect complexity,1996,Fishery,5052
363,9c8146D4a1eEF4C,Benson-Huerta,https://daugherty-bennett.info/,Jamaica,Reduced upward-trending Internet solution,2000,Package / Freight Delivery,6136
364,08EF5e6C40Dcfdb,Wilkinson-Wilson,https://www.morales.info/,India,Profit-focused asymmetric architecture,2010,Internet,9067
365,bda07405F47bA3a,Vaughan-Love,http://villegas-hahn.com/,Kiribati,Open-source dynamic model,2008,Management Consulting,5391
366,5eb7C0AD54fc35A,"Glenn, Chase and Ross",http://tate.com/,Mozambique,Vision-oriented interactive database,2018,Machinery,2543
367,BDa8d205549daa6,"Good, Bolton and Hamilton",https://www.zavala.biz/,Jersey,User-centric zero administration challenge,2009,Food / Beverages,251
368,47dB0D67e9e2C16,Case LLC,https://www.james.com/,Tuvalu,Persistent maximized conglomeration,2009,Restaurants,5737
369,BCeeBaBDc9Ce224,"Bridges, Fitzgerald and Fleming",https://www.higgins.com/,Kazakhstan,Enterprise-wide client-server budgetary management,1995,Management Consulting,7149
370,74957342e92B8B7,"Serrano, Nash and Whitaker",https://franco.info/,Cook Islands,Business-focused static toolset,1993,Security / Investigations,5810
371,B53F7cAb256AeE2,"Gregory, Mccarty and Ashley",http://www.aguilar-villegas.com/,Ireland,Sharable disintermediate software,1996,Telecommunications,1935
372,bd8C0Db70Dc4eA7,Baxter Ltd,http://nicholson.com/,Antarctica (the territory South of 60 deg S),Monitored discrete support,1995,Cosmetics,7333
373,b1BaDBc5DcdaaEe,Copeland-Franklin,http://www.mccullough.com/,Venezuela,Focused leadingedge hierarchy,1989,Military Industry,6596
374,b1c64EF6daA7B86,"Briggs, Lynn and Cruz",http://burch-villegas.org/,Equatorial Guinea,Front-line clear-thinking structure,2001,Recreational Facilities / Services,1026
375,eDaDED2f3Cd50ec,"Hernandez, Solomon and Walter",https://ellis-russo.biz/,Iraq,Right-sized background system engine,1981,Retail Industry,2287
376,a86ED929F1aaCdf,"Travis, Sutton and Arias",https://www.cardenas.com/,Nicaragua,Total scalable array,2006,Arts / Crafts,558
377,6Aed32E62A4dB58,Ramsey-Hendricks,https://hensley.biz/,Botswana,Open-architected asymmetric budgetary management,1984,Capital Markets / Hedge Fund / Private Equity,1641
378,fdc14C48DC2188D,"Burch, Blake and Weber",https://www.mcintosh.info/,Botswana,Self-enabling tertiary data-warehouse,1975,Civil Engineering,8094
379,c9f1a9CDBa1a7ab,Williamson Inc,https://richards.org/,Moldova,User-friendly systematic hierarchy,1977,Online Publishing,4855
380,acB2AFA2a1b3CeF,Clarke-Bass,https://owen-juarez.com/,Samoa,Future-proofed human-resource data-warehouse,1974,Packaging / Containers,2874
381,5FE1D23acbE1ad3,"Hunter, Garner and Callahan",http://www.haley.com/,Vanuatu,Extended modular focus group,1974,Architecture / Planning,6818
382,B66145efAcCfbFA,"Haynes, Rowe and Cantrell",http://www.friedman-benson.org/,Jersey,Pre-emptive radical hardware,1997,Defense / Space,9813
383,5Fec02EBd4CbA24,Sanders Group,https://www.mcclain.com/,Greenland,Business-focused disintermediate paradigm,2008,Philanthropy,835
384,09F952fDBa8b694,"Spears, Olson and Carrillo",http://www.ferrell-arias.com/,Angola,Front-line even-keeled help-desk,1990,Building Materials,4111
385,6FeaAebCBbeb7c4,Murillo-Guzman,https://griffith-cross.com/,Cameroon,Expanded static productivity,1970,Security / Investigations,9826
386,38Df7aaEb0Cb68f,Brooks LLC,http://www.hodge-thompson.com/,Montenegro,Adaptive bottom-line attitude,1993,Investment Banking / Venture,9878
387,71AC3eF96fb296F,"Leblanc, Lopez and Collins",https://www.mann.net/,Nicaragua,Organic methodical support,2020,Public Safety,6941
388,d5cfbFaA0D8B43D,Mcguire PLC,http://lester.com/,Guam,Extended incremental benchmark,1993,Paper / Forest Products,6046
389,6dCbBB2cE811ec7,"Clements, Garrett and Cisneros",http://dean-lester.com/,Turkey,Realigned incremental focus group,1976,Mining / Metals,7273
390,7EFf64aFeed4fB6,Goodwin Inc,http://oconnell.biz/,Namibia,Synergized radical structure,1998,Alternative Medicine,9887
391,f47fefAba92Be60,Schwartz PLC,http://moss.info/,Algeria,Seamless non-volatile capacity,1982,Entertainment / Movie Production,2447
392,e5BDAd9DeCefaff,Bender-Acosta,http://www.higgins.org/,Reunion,Profit-focused motivating focus group,1976,Gambling / Casinos,9171
393,2ABF546F50AE7AC,Mahoney-Friedman,https://www.rich.com/,Antarctica (the territory South of 60 deg S),Visionary human-resource functionalities,1991,Photography,7158
394,8EcDB05Cfa94c28,Cherry-Baldwin,http://www.bradshaw.com/,Qatar,Virtual bandwidth-monitored middleware,1985,Outsourcing / Offshoring,1535
395,0aAEA445F8fcF84,Caldwell-Buckley,https://kaufman-parks.com/,Bhutan,Diverse multi-state access,1991,Printing,8976
